LearnerProfile,LearnerLevel,NoteID,CurrentStatus,CurrentLearningOrder,ProposedStatus,ProposedLearningTag,ProposedLearningOrder,AdmissionAction,PriorityDistinctSourceIDs,PrioritySourceOccurrences,PriorityTokenCount,OrderingPolicy,Reason
klose,4,KV000001,held,,allowed,learning::klose::third-party-primary,000632,promote-held-to-allowed,20,25,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000002,held,,allowed,learning::klose::third-party-primary,000699,promote-held-to-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000003,held,,allowed,learning::klose::third-party-primary,000653,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000004,allowed,000517,allowed,learning::klose::third-party-primary,000517,preserve-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000005,held,,allowed,learning::klose::third-party-primary,000645,promote-held-to-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000006,held,,allowed,learning::klose::third-party-primary,000776,promote-held-to-allowed,17,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000007,held,,allowed,learning::klose::third-party-primary,000766,promote-held-to-allowed,17,30,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000010,held,,allowed,learning::klose::third-party-primary,000767,promote-held-to-allowed,17,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000011,held,,allowed,learning::klose::third-party-primary,000684,promote-held-to-allowed,19,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000012,held,,allowed,learning::klose::third-party-primary,000686,promote-held-to-allowed,19,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000013,held,,allowed,learning::klose::third-party-primary,000688,promote-held-to-allowed,19,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000014,held,,allowed,learning::klose::third-party-primary,000651,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000015,held,,allowed,learning::klose::third-party-primary,000756,promote-held-to-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000016,held,,allowed,learning::klose::third-party-primary,000727,promote-held-to-allowed,18,26,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000017,held,,allowed,learning::klose::third-party-primary,000744,promote-held-to-allowed,18,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000018,held,,allowed,learning::klose::third-party-primary,000649,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000019,held,,allowed,learning::klose::third-party-primary,000636,promote-held-to-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000020,held,,allowed,learning::klose::third-party-primary,000635,promote-held-to-allowed,20,25,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000021,held,,allowed,learning::klose::third-party-primary,000640,promote-held-to-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000022,held,,allowed,learning::klose::third-party-primary,000691,promote-held-to-allowed,19,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000023,held,,allowed,learning::klose::third-party-primary,000737,promote-held-to-allowed,18,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000024,held,,allowed,learning::klose::third-party-primary,000697,promote-held-to-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000025,held,,allowed,learning::klose::third-party-primary,000643,promote-held-to-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000026,held,,allowed,learning::klose::third-party-primary,000656,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000027,held,,allowed,learning::klose::third-party-primary,000667,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000028,held,,allowed,learning::klose::third-party-primary,000662,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000029,held,,allowed,learning::klose::third-party-primary,000661,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000030,held,,allowed,learning::klose::third-party-primary,000701,promote-held-to-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000031,held,,allowed,learning::klose::third-party-primary,000665,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000032,held,,allowed,learning::klose::third-party-primary,000660,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000033,held,,allowed,learning::klose::third-party-primary,000664,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000034,held,,allowed,learning::klose::third-party-primary,000702,promote-held-to-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000037,held,,allowed,learning::klose::third-party-primary,000722,promote-held-to-allowed,18,27,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000039,held,,allowed,learning::klose::third-party-primary,000659,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000040,held,,allowed,learning::klose::third-party-primary,000668,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000041,held,,allowed,learning::klose::third-party-primary,000648,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000042,held,,allowed,learning::klose::third-party-primary,000634,promote-held-to-allowed,20,25,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000043,held,,allowed,learning::klose::third-party-primary,000638,promote-held-to-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000045,held,,allowed,learning::klose::third-party-primary,000646,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000046,held,,allowed,learning::klose::third-party-primary,000782,promote-held-to-allowed,17,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000047,held,,allowed,learning::klose::third-party-primary,000647,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000050,held,,allowed,learning::klose::third-party-primary,000786,promote-held-to-allowed,17,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000052,held,,allowed,learning::klose::third-party-primary,000764,promote-held-to-allowed,18,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000053,held,,allowed,learning::klose::third-party-primary,000698,promote-held-to-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000054,allowed,000122,allowed,learning::klose::third-party-primary,000122,preserve-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000055,allowed,000121,allowed,learning::klose::third-party-primary,000121,preserve-allowed,19,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000056,allowed,000120,allowed,learning::klose::third-party-primary,000120,preserve-allowed,15,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000057,held,,allowed,learning::klose::third-party-primary,000729,promote-held-to-allowed,18,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000058,held,,allowed,learning::klose::third-party-primary,000719,promote-held-to-allowed,19,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000059,held,,allowed,learning::klose::third-party-primary,000726,promote-held-to-allowed,18,26,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000060,held,,allowed,learning::klose::third-party-primary,000763,promote-held-to-allowed,18,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000063,held,,allowed,learning::klose::third-party-primary,000658,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000064,allowed,000125,allowed,learning::klose::third-party-primary,000125,preserve-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000065,held,,allowed,learning::klose::third-party-primary,000768,promote-held-to-allowed,17,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000067,held,,allowed,learning::klose::third-party-primary,000711,promote-held-to-allowed,19,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000068,held,,allowed,learning::klose::third-party-primary,000753,promote-held-to-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000069,held,,allowed,learning::klose::third-party-primary,000657,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000070,held,,allowed,learning::klose::third-party-primary,000923,promote-held-to-allowed,10,12,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000071,held,,allowed,learning::klose::third-party-primary,000708,promote-held-to-allowed,19,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000072,held,,allowed,learning::klose::third-party-primary,000690,promote-held-to-allowed,19,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000073,held,,allowed,learning::klose::third-party-primary,000802,promote-held-to-allowed,16,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000074,held,,allowed,learning::klose::third-party-primary,000725,promote-held-to-allowed,18,26,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000076,allowed,000111,allowed,learning::klose::third-party-primary,000111,preserve-allowed,16,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000077,held,,allowed,learning::klose::third-party-primary,000654,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000079,held,,allowed,learning::klose::third-party-primary,000693,promote-held-to-allowed,19,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000080,held,,allowed,learning::klose::third-party-primary,000723,promote-held-to-allowed,18,27,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000082,held,,allowed,learning::klose::third-party-primary,000685,promote-held-to-allowed,19,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000083,allowed,000296,allowed,learning::klose::third-party-primary,000296,preserve-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000084,allowed,000166,allowed,learning::klose::third-party-primary,000166,preserve-allowed,18,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000085,held,,allowed,learning::klose::third-party-primary,000738,promote-held-to-allowed,18,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000086,held,,allowed,learning::klose::third-party-primary,000650,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000087,allowed,000301,allowed,learning::klose::third-party-primary,000301,preserve-allowed,18,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000088,held,,allowed,learning::klose::third-party-primary,000639,promote-held-to-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000090,held,,allowed,learning::klose::third-party-primary,000870,promote-held-to-allowed,13,14,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000091,held,,allowed,learning::klose::third-party-primary,001047,promote-held-to-allowed,7,7,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000092,allowed,000095,allowed,learning::klose::third-party-primary,000095,preserve-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000093,allowed,000106,allowed,learning::klose::third-party-primary,000106,preserve-allowed,14,17,2,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000094,allowed,000176,allowed,learning::klose::third-party-primary,000176,preserve-allowed,19,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000095,allowed,000097,allowed,learning::klose::third-party-primary,000097,preserve-allowed,19,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000097,allowed,000174,allowed,learning::klose::third-party-primary,000174,preserve-allowed,19,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000098,held,,allowed,learning::klose::third-party-primary,000710,promote-held-to-allowed,19,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000099,held,,allowed,learning::klose::third-party-primary,000633,promote-held-to-allowed,20,25,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000100,held,,allowed,learning::klose::third-party-primary,000641,promote-held-to-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000101,held,,allowed,learning::klose::third-party-primary,000637,promote-held-to-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000102,held,,allowed,learning::klose::third-party-primary,000655,promote-held-to-allowed,20,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000103,held,,allowed,learning::klose::third-party-primary,000847,promote-held-to-allowed,14,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000104,held,,allowed,learning::klose::third-party-primary,000846,promote-held-to-allowed,14,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000105,held,,allowed,learning::klose::third-party-primary,000785,promote-held-to-allowed,17,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000106,held,,allowed,learning::klose::third-party-primary,000707,promote-held-to-allowed,19,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000107,held,,allowed,learning::klose::third-party-primary,000714,promote-held-to-allowed,19,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000108,held,,allowed,learning::klose::third-party-primary,000922,promote-held-to-allowed,10,12,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000109,held,,allowed,learning::klose::third-party-primary,000687,promote-held-to-allowed,19,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000110,held,,allowed,learning::klose::third-party-primary,000832,promote-held-to-allowed,15,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000111,held,,allowed,learning::klose::third-party-primary,000735,promote-held-to-allowed,18,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000112,held,,allowed,learning::klose::third-party-primary,000821,promote-held-to-allowed,15,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000113,held,,allowed,learning::klose::third-party-primary,000733,promote-held-to-allowed,18,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000115,allowed,000020,allowed,learning::klose::third-party-primary,000020,preserve-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000118,held,,allowed,learning::klose::third-party-primary,000849,promote-held-to-allowed,14,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000119,held,,allowed,learning::klose::third-party-primary,000628,promote-held-to-allowed,20,31,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000120,held,,allowed,learning::klose::third-party-primary,000630,promote-held-to-allowed,20,27,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000121,held,,allowed,learning::klose::third-party-primary,000973,promote-held-to-allowed,8,9,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000123,held,,allowed,learning::klose::third-party-primary,000629,promote-held-to-allowed,20,30,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000124,held,,allowed,learning::klose::third-party-primary,001524,promote-held-to-allowed,2,3,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000125,held,,allowed,learning::klose::third-party-primary,000675,promote-held-to-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000127,held,,allowed,learning::klose::third-party-primary,001126,promote-held-to-allowed,5,6,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000128,held,,allowed,learning::klose::third-party-primary,000703,promote-held-to-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000129,held,,allowed,learning::klose::third-party-primary,000644,promote-held-to-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000130,allowed,000218,allowed,learning::klose::third-party-primary,000218,preserve-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000131,allowed,000037,allowed,learning::klose::third-party-primary,000037,preserve-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000132,allowed,000039,allowed,learning::klose::third-party-primary,000039,preserve-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000133,allowed,000456,allowed,learning::klose::third-party-primary,000456,preserve-allowed,19,40,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000134,held,,allowed,learning::klose::third-party-primary,000876,promote-held-to-allowed,12,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000135,allowed,000614,allowed,learning::klose::third-party-primary,000614,preserve-allowed,16,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000136,held,,allowed,learning::klose::third-party-primary,000678,promote-held-to-allowed,20,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000137,held,,allowed,learning::klose::third-party-primary,000672,promote-held-to-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000138,held,,allowed,learning::klose::third-party-primary,000825,promote-held-to-allowed,15,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000139,allowed,000311,allowed,learning::klose::third-party-primary,000311,preserve-allowed,18,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000140,held,,allowed,learning::klose::third-party-primary,000887,promote-held-to-allowed,12,12,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000141,allowed,000399,allowed,learning::klose::third-party-primary,000399,preserve-allowed,17,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000142,held,,allowed,learning::klose::third-party-primary,001310,promote-held-to-allowed,4,4,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000143,held,,allowed,learning::klose::third-party-primary,001777,promote-held-to-allowed,2,2,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000144,held,,allowed,learning::klose::third-party-primary,000804,promote-held-to-allowed,16,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000145,held,,allowed,learning::klose::third-party-primary,000839,promote-held-to-allowed,15,15,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000146,held,,allowed,learning::klose::third-party-primary,001480,promote-held-to-allowed,3,3,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000147,held,,allowed,learning::klose::third-party-primary,001035,promote-held-to-allowed,7,7,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000149,held,,allowed,learning::klose::third-party-primary,000775,promote-held-to-allowed,17,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000150,held,,allowed,learning::klose::third-party-primary,000842,promote-held-to-allowed,14,23,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000151,held,,allowed,learning::klose::third-party-primary,000893,promote-held-to-allowed,12,12,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000152,held,,allowed,learning::klose::third-party-primary,000692,promote-held-to-allowed,19,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000153,held,,allowed,learning::klose::third-party-primary,000969,promote-held-to-allowed,8,11,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000154,held,,allowed,learning::klose::third-party-primary,001531,promote-held-to-allowed,2,3,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000155,held,,allowed,learning::klose::third-party-primary,001532,promote-held-to-allowed,2,3,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000156,held,,allowed,learning::klose::third-party-primary,001880,promote-held-to-allowed,1,2,4,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000157,allowed,000088,allowed,learning::klose::third-party-primary,000088,preserve-allowed,20,31,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000158,allowed,000366,allowed,learning::klose::third-party-primary,000366,preserve-allowed,3,4,3,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000160,allowed,000074,allowed,learning::klose::third-party-primary,000074,preserve-allowed,13,14,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000161,allowed,000073,allowed,learning::klose::third-party-primary,000073,preserve-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000162,allowed,000075,allowed,learning::klose::third-party-primary,000075,preserve-allowed,10,10,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000163,allowed,000072,allowed,learning::klose::third-party-primary,000072,preserve-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000164,allowed,000068,allowed,learning::klose::third-party-primary,000068,preserve-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000165,allowed,000328,allowed,learning::klose::third-party-primary,000328,preserve-allowed,17,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000166,allowed,000067,allowed,learning::klose::third-party-primary,000067,preserve-allowed,20,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000167,held,,allowed,learning::klose::third-party-primary,000968,promote-held-to-allowed,9,9,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000169,allowed,000103,allowed,learning::klose::third-party-primary,000103,preserve-allowed,20,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000170,allowed,000104,allowed,learning::klose::third-party-primary,000104,preserve-allowed,20,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000171,allowed,000105,allowed,learning::klose::third-party-primary,000105,preserve-allowed,19,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000172,allowed,000100,allowed,learning::klose::third-party-primary,000100,preserve-allowed,20,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000174,allowed,000077,allowed,learning::klose::third-party-primary,000077,preserve-allowed,19,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000175,allowed,000076,allowed,learning::klose::third-party-primary,000076,preserve-allowed,19,30,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000177,allowed,000047,allowed,learning::klose::third-party-primary,000047,preserve-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000178,allowed,000099,allowed,learning::klose::third-party-primary,000099,preserve-allowed,16,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000179,held,,allowed,learning::klose::third-party-primary,000712,promote-held-to-allowed,19,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000180,held,,allowed,learning::klose::third-party-primary,000717,promote-held-to-allowed,19,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000181,held,,allowed,learning::klose::third-party-primary,000757,promote-held-to-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
