LearnerProfile,LearnerLevel,NoteID,CurrentStatus,CurrentLearningOrder,ProposedStatus,ProposedLearningTag,ProposedLearningOrder,AdmissionAction,PriorityDistinctSourceIDs,PrioritySourceOccurrences,PriorityTokenCount,OrderingPolicy,Reason
klose,4,KV000292,allowed,000117,allowed,learning::klose::third-party-primary,000117,preserve-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000293,allowed,000043,allowed,learning::klose::third-party-primary,000043,preserve-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000294,allowed,000041,allowed,learning::klose::third-party-primary,000041,preserve-allowed,13,13,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000295,allowed,000036,allowed,learning::klose::third-party-primary,000036,preserve-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000296,allowed,000405,allowed,learning::klose::third-party-primary,000405,preserve-allowed,17,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000297,allowed,000406,allowed,learning::klose::third-party-primary,000406,preserve-allowed,16,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000299,allowed,000013,allowed,learning::klose::third-party-primary,000013,preserve-allowed,16,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000300,held,,allowed,learning::klose::third-party-primary,000713,promote-held-to-allowed,19,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000301,held,,allowed,learning::klose::third-party-primary,000755,promote-held-to-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000302,held,,allowed,learning::klose::third-party-primary,001305,promote-held-to-allowed,4,4,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000303,allowed,000340,allowed,learning::klose::third-party-primary,000340,preserve-allowed,4,5,2,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000304,held,,allowed,learning::klose::third-party-primary,001781,promote-held-to-allowed,2,2,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000305,held,,allowed,learning::klose::third-party-primary,001216,promote-held-to-allowed,5,5,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000306,held,,allowed,learning::klose::third-party-primary,001815,promote-held-to-allowed,2,2,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000307,allowed,000432,allowed,learning::klose::third-party-primary,000432,preserve-allowed,3,3,2,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000309,allowed,000078,allowed,learning::klose::third-party-primary,000078,preserve-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000311,held,,allowed,learning::klose::third-party-primary,002507,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000312,held,,allowed,learning::klose::third-party-primary,000696,promote-held-to-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000313,held,,allowed,learning::klose::third-party-primary,000718,promote-held-to-allowed,19,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000314,held,,allowed,learning::klose::third-party-primary,000695,promote-held-to-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000315,held,,allowed,learning::klose::third-party-primary,000780,promote-held-to-allowed,17,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000316,allowed,000182,allowed,learning::klose::third-party-primary,000182,preserve-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000317,held,,allowed,learning::klose::third-party-primary,000921,promote-held-to-allowed,10,13,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000319,allowed,000335,allowed,learning::klose::third-party-primary,000335,preserve-allowed,17,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000331,held,,allowed,learning::klose::third-party-primary,002806,promote-held-to-allowed,1,1,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000332,allowed,000064,allowed,learning::klose::third-party-primary,000064,preserve-allowed,12,12,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000333,allowed,000019,allowed,learning::klose::third-party-primary,000019,preserve-allowed,15,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000334,allowed,000139,allowed,learning::klose::third-party-primary,000139,preserve-allowed,19,30,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000336,allowed,000147,allowed,learning::klose::third-party-primary,000147,preserve-allowed,17,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000337,allowed,000140,allowed,learning::klose::third-party-primary,000140,preserve-allowed,16,16,2,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000338,allowed,000150,allowed,learning::klose::third-party-primary,000150,preserve-allowed,14,14,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000339,held,,allowed,learning::klose::third-party-primary,001051,promote-held-to-allowed,7,7,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000341,allowed,000148,allowed,learning::klose::third-party-primary,000148,preserve-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000342,held,,allowed,learning::klose::third-party-primary,002573,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000343,held,,allowed,learning::klose::third-party-primary,000940,promote-held-to-allowed,10,10,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000344,held,,allowed,learning::klose::third-party-primary,001416,promote-held-to-allowed,3,3,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000345,allowed,000032,allowed,learning::klose::third-party-primary,000032,preserve-allowed,18,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000346,held,,allowed,learning::klose::third-party-primary,002684,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000348,allowed,000272,allowed,learning::klose::third-party-primary,000272,preserve-allowed,6,6,2,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000350,allowed,000305,allowed,learning::klose::third-party-primary,000305,preserve-allowed,18,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000351,held,,allowed,learning::klose::third-party-primary,000676,promote-held-to-allowed,20,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000352,held,,allowed,learning::klose::third-party-primary,001007,promote-held-to-allowed,8,8,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000353,allowed,000113,allowed,learning::klose::third-party-primary,000113,preserve-allowed,18,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000354,held,,allowed,learning::klose::third-party-primary,002888,promote-held-to-allowed,1,1,4,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000355,held,,allowed,learning::klose::third-party-primary,002893,promote-held-to-allowed,1,1,5,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000356,held,,allowed,learning::klose::third-party-primary,002793,promote-held-to-allowed,1,1,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000357,held,,allowed,learning::klose::third-party-primary,002669,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000358,held,,allowed,learning::klose::third-party-primary,001844,promote-held-to-allowed,2,2,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000359,allowed,000603,allowed,learning::klose::third-party-primary,000603,preserve-allowed,8,8,2,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000360,held,,allowed,learning::klose::third-party-primary,001859,promote-held-to-allowed,2,2,4,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000361,held,,allowed,learning::klose::third-party-primary,002819,promote-held-to-allowed,1,1,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000363,allowed,000033,allowed,learning::klose::third-party-primary,000033,preserve-allowed,18,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000366,allowed,000270,allowed,learning::klose::third-party-primary,000270,preserve-allowed,16,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000367,allowed,000584,allowed,learning::klose::third-party-primary,000584,preserve-allowed,15,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000368,allowed,000087,allowed,learning::klose::third-party-primary,000087,preserve-allowed,16,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000369,allowed,000283,allowed,learning::klose::third-party-primary,000283,preserve-allowed,17,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000371,held,,allowed,learning::klose::third-party-primary,000950,promote-held-to-allowed,9,10,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000374,allowed,000264,allowed,learning::klose::third-party-primary,000264,preserve-allowed,15,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000375,held,,allowed,learning::klose::third-party-primary,001206,promote-held-to-allowed,5,5,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000376,held,,allowed,learning::klose::third-party-primary,002519,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000377,held,,allowed,learning::klose::third-party-primary,001772,promote-held-to-allowed,2,2,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000378,held,,allowed,learning::klose::third-party-primary,001207,promote-held-to-allowed,5,5,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000379,held,,allowed,learning::klose::third-party-primary,001462,promote-held-to-allowed,3,3,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000380,held,,allowed,learning::klose::third-party-primary,001205,promote-held-to-allowed,5,5,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000381,held,,allowed,learning::klose::third-party-primary,000917,promote-held-to-allowed,11,11,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000382,held,,allowed,learning::klose::third-party-primary,002787,promote-held-to-allowed,1,1,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000383,held,,allowed,learning::klose::third-party-primary,002521,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000384,held,,allowed,learning::klose::third-party-primary,001771,promote-held-to-allowed,2,2,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000385,held,,allowed,learning::klose::third-party-primary,001773,promote-held-to-allowed,2,2,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000386,held,,allowed,learning::klose::third-party-primary,000879,promote-held-to-allowed,12,14,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000387,held,,allowed,learning::klose::third-party-primary,002626,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000388,held,,allowed,learning::klose::third-party-primary,001165,promote-held-to-allowed,5,5,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000389,held,,allowed,learning::klose::third-party-primary,001743,promote-held-to-allowed,2,2,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000391,allowed,000532,allowed,learning::klose::third-party-primary,000532,preserve-allowed,15,15,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000393,held,,allowed,learning::klose::third-party-primary,001048,promote-held-to-allowed,7,7,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000394,held,,allowed,learning::klose::third-party-primary,000788,promote-held-to-allowed,16,25,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000395,allowed,000598,allowed,learning::klose::third-party-primary,000598,preserve-allowed,13,13,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000396,held,,allowed,learning::klose::third-party-primary,000796,promote-held-to-allowed,16,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000397,allowed,000208,allowed,learning::klose::third-party-primary,000208,preserve-allowed,10,10,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000398,held,,allowed,learning::klose::third-party-primary,000932,promote-held-to-allowed,10,10,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000399,held,,allowed,learning::klose::third-party-primary,000772,promote-held-to-allowed,17,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000400,held,,allowed,learning::klose::third-party-primary,001197,promote-held-to-allowed,5,5,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000401,held,,allowed,learning::klose::third-party-primary,002584,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000402,held,,allowed,learning::klose::third-party-primary,000926,promote-held-to-allowed,10,12,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000403,held,,allowed,learning::klose::third-party-primary,000831,promote-held-to-allowed,15,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000404,held,,allowed,learning::klose::third-party-primary,000736,promote-held-to-allowed,18,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000405,held,,allowed,learning::klose::third-party-primary,000680,promote-held-to-allowed,19,26,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000406,held,,allowed,learning::klose::third-party-primary,002603,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000409,held,,allowed,learning::klose::third-party-primary,000805,promote-held-to-allowed,16,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000410,allowed,000302,allowed,learning::klose::third-party-primary,000302,preserve-allowed,17,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000411,allowed,000040,allowed,learning::klose::third-party-primary,000040,preserve-allowed,15,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000413,allowed,000324,allowed,learning::klose::third-party-primary,000324,preserve-allowed,7,7,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000414,held,,allowed,learning::klose::third-party-primary,002826,promote-held-to-allowed,1,1,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000416,held,,allowed,learning::klose::third-party-primary,002880,promote-held-to-allowed,1,1,4,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000417,held,,allowed,learning::klose::third-party-primary,002367,promote-held-to-allowed,1,1,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000418,held,,allowed,learning::klose::third-party-primary,001323,promote-held-to-allowed,4,4,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000419,allowed,000141,allowed,learning::klose::third-party-primary,000141,preserve-allowed,6,6,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000420,held,,allowed,learning::klose::third-party-primary,000769,promote-held-to-allowed,17,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000421,held,,allowed,learning::klose::third-party-primary,000666,promote-held-to-allowed,20,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000422,held,,allowed,learning::klose::third-party-primary,002687,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000423,allowed,000005,allowed,learning::klose::third-party-primary,000005,preserve-allowed,20,20,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000425,allowed,000003,allowed,learning::klose::third-party-primary,000003,preserve-allowed,20,24,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000426,held,,allowed,learning::klose::third-party-primary,001307,promote-held-to-allowed,4,4,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000427,allowed,000058,allowed,learning::klose::third-party-primary,000058,preserve-allowed,5,5,2,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000428,held,,allowed,learning::klose::third-party-primary,001823,promote-held-to-allowed,2,2,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000429,allowed,000004,allowed,learning::klose::third-party-primary,000004,preserve-allowed,19,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000430,held,,allowed,learning::klose::third-party-primary,000801,promote-held-to-allowed,16,17,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000431,held,,allowed,learning::klose::third-party-primary,001840,promote-held-to-allowed,2,2,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000432,held,,allowed,learning::klose::third-party-primary,000789,promote-held-to-allowed,16,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000433,allowed,000002,allowed,learning::klose::third-party-primary,000002,preserve-allowed,10,12,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000434,held,,allowed,learning::klose::third-party-primary,000963,promote-held-to-allowed,9,9,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000435,allowed,000018,allowed,learning::klose::third-party-primary,000018,preserve-allowed,17,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000436,allowed,000448,allowed,learning::klose::third-party-primary,000448,preserve-allowed,13,15,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000437,allowed,000168,allowed,learning::klose::third-party-primary,000168,preserve-allowed,9,10,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000438,held,,allowed,learning::klose::third-party-primary,001098,promote-held-to-allowed,6,6,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000440,held,,allowed,learning::klose::third-party-primary,001765,promote-held-to-allowed,2,2,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000441,held,,allowed,learning::klose::third-party-primary,000863,promote-held-to-allowed,14,14,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000442,held,,allowed,learning::klose::third-party-primary,000803,promote-held-to-allowed,16,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000443,allowed,000467,allowed,learning::klose::third-party-primary,000467,preserve-allowed,14,15,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000444,held,,allowed,learning::klose::third-party-primary,000943,promote-held-to-allowed,10,10,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000445,held,,allowed,learning::klose::third-party-primary,001010,promote-held-to-allowed,7,8,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000447,held,,allowed,learning::klose::third-party-primary,001119,promote-held-to-allowed,6,6,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000448,held,,allowed,learning::klose::third-party-primary,001121,promote-held-to-allowed,6,6,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000449,held,,allowed,learning::klose::third-party-primary,001314,promote-held-to-allowed,4,4,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000450,held,,allowed,learning::klose::third-party-primary,002017,promote-held-to-allowed,1,1,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000451,held,,allowed,learning::klose::third-party-primary,001395,promote-held-to-allowed,3,3,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000452,allowed,000455,allowed,learning::klose::third-party-primary,000455,preserve-allowed,12,15,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000454,allowed,000515,allowed,learning::klose::third-party-primary,000515,preserve-allowed,10,10,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000455,held,,allowed,learning::klose::third-party-primary,001072,promote-held-to-allowed,6,7,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000456,allowed,000336,allowed,learning::klose::third-party-primary,000336,preserve-allowed,17,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000457,held,,allowed,learning::klose::third-party-primary,000948,promote-held-to-allowed,9,11,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000458,held,,allowed,learning::klose::third-party-primary,000797,promote-held-to-allowed,16,18,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000459,held,,allowed,learning::klose::third-party-primary,000826,promote-held-to-allowed,15,16,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000460,held,,allowed,learning::klose::third-party-primary,002713,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000461,allowed,000326,allowed,learning::klose::third-party-primary,000326,preserve-allowed,9,10,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000463,held,,allowed,learning::klose::third-party-primary,002518,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000464,held,,allowed,learning::klose::third-party-primary,001222,promote-held-to-allowed,5,5,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000465,held,,allowed,learning::klose::third-party-primary,001313,promote-held-to-allowed,4,4,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000466,allowed,000008,allowed,learning::klose::third-party-primary,000008,preserve-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000467,held,,allowed,learning::klose::third-party-primary,001046,promote-held-to-allowed,7,7,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000468,allowed,000048,allowed,learning::klose::third-party-primary,000048,preserve-allowed,15,15,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000469,allowed,000386,allowed,learning::klose::third-party-primary,000386,preserve-allowed,14,15,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000470,allowed,000599,allowed,learning::klose::third-party-primary,000599,preserve-allowed,15,21,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000471,allowed,000537,allowed,learning::klose::third-party-primary,000537,preserve-allowed,18,22,1,preserve-existing-allowed-then-cross-source-prevalence-v1,already-admitted-current-curriculum
klose,4,KV000472,held,,allowed,learning::klose::third-party-primary,001091,promote-held-to-allowed,6,6,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000473,held,,allowed,learning::klose::third-party-primary,001568,promote-held-to-allowed,2,2,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000474,held,,allowed,learning::klose::third-party-primary,001073,promote-held-to-allowed,6,7,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000475,held,,allowed,learning::klose::third-party-primary,000752,promote-held-to-allowed,18,19,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000477,held,,allowed,learning::klose::third-party-primary,000889,promote-held-to-allowed,12,12,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000478,held,,allowed,learning::klose::third-party-primary,000965,promote-held-to-allowed,9,9,1,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000479,held,,allowed,learning::klose::third-party-primary,002555,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000480,held,,allowed,learning::klose::third-party-primary,002889,promote-held-to-allowed,1,1,4,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000481,held,,allowed,learning::klose::third-party-primary,002762,promote-held-to-allowed,1,1,2,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
klose,4,KV000482,held,,allowed,learning::klose::third-party-primary,001533,promote-held-to-allowed,2,3,3,preserve-existing-allowed-then-cross-source-prevalence-v1,resolved-third-party-learner-identity
