SourceOccurrenceKey,SourceID,SourceBook,Grade,Semester,SourceRow,Word,MatchKey,British,American,Definition,SourceFile
kepu_start3|g3-upper|r038|it,kepu_start3,3年级上,3,上,38,it,it,[ɪt],[ɪt],abbr. 信息技术information technology abbr. 意大利Italy;意大利的Italian,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r039|thank,kepu_start3,3年级上,3,上,39,thank,thank,[θæŋk],[θæŋk],n. 感谢 vt. 感谢 int. 谢谢,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r040|letter,kepu_start3,3年级上,3,上,40,letter,letter,[ˈletə(r)],[ˈletər],"n. 信;字母,文字;证书;文学,学问;字面意义 vt. 写字母于 vi. 写印刷体字母",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r041|bird,kepu_start3,3年级上,3,上,41,bird,bird,[bɜːd],[bɜːrd],n. 鸟;家伙;羽毛球 vt. 向...喝倒彩;起哄 vi. 猎鸟;观察研究野鸟,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r042|fish,kepu_start3,3年级上,3,上,42,fish,fish,[fɪʃ],[fɪʃ],"n. 鱼,鱼类 vt. 钓鱼,捕鱼;搜寻 vi. 捕鱼,钓鱼;用钩捞取",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r043|look,kepu_start3,3年级上,3,上,43,look,look,[lʊk],[lʊk],vt. 看;期待;注意;面向;看上去像 vi. 看;看起来;注意;面向 n. 看;样子;面容,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r044|the,kepu_start3,3年级上,3,上,44,the,the,[ðə],[ðə; ði; ðiː],"art. 这;那 adv. 更加(用于比较级,最高级前)",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r045|fat,kepu_start3,3年级上,3,上,45,fat,fat,[fæt],[fæt],"n. 脂肪,肥肉 adj. 肥的,胖的;油腻的;丰满的 vt. 养肥;在...中加入脂肪 vi. 长肥",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r046|hen,kepu_start3,3年级上,3,上,46,hen,hen,[hen],[hen],n. 母鸡;女人;雌禽,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r047|bee,kepu_start3,3年级上,3,上,47,bee,bee,[biː],[biː],"n. 蜜蜂,蜂;勤劳的人",科普版三年级起点三年级上.xlsx
